,SO,PO,True PO,QUAN,True QUAN,EBZ,True EBZ,EBPA(0.3),True EBPA(0.3),EBPA(0.4),True EBPA(0.4),EBPA(0.5),True EBPA(0.5),EBZ Range,EBPA(0.3) Range,EBPA(0.4) Range,EBPA(0.5) Range
0,1.0,1.379361673307543,0.8847169106267962,1.157399065133586,0.9481056419083026,1.3492335634252113,0.9241197315836825,1.3318719701662434,0.9007120954452352,1.3168474036755409,0.952590660301591,1.322748278613798,0.9524091839784299,2.294582480748561,3.1844301852138672,3.4649816326757765,3.880789137736918
1,1.0,1.2412565579248651,0.7948140571927654,1.1115466374381355,0.9444949956654559,1.1470507324012715,0.9185712915437824,1.1539653353506878,0.9076888392807397,1.155716717437475,0.9129458467836781,1.1516766093495296,0.9125026275864756,2.8973290212589182,2.8152580565667806,2.895142895459129,2.7864874819277197
2,1.0,1.1401435103090827,0.8764042744816727,1.067104448103284,0.9467726844868254,1.1032295716110625,0.926854683854575,1.0972820720760927,0.9382601694213393,1.0832689154670414,0.9218032872807762,1.1239700283466352,0.8857875493370658,3.2082084174899297,4.087349607503282,1.9578378244809702,1.9229878599315509
3,1.0,1.2541719412970607,0.8459301426573582,1.0928117702821254,0.9251345630316768,1.211830610658831,0.9120630026812911,1.2144564401789146,0.9058281883241888,1.2117256227105944,0.9151697474766306,1.2103728634685607,0.9208046363830602,4.165093563193592,3.465212275838383,4.046839905353602,3.958404002508268
4,1.0,1.214899463550079,0.8689020060171787,1.0288175334790903,0.8936557989286692,1.1572938946834668,0.8846020051031865,1.1602183066548735,0.872990316922876,1.1579880275085965,0.875656752904148,1.1524934493636294,0.8754297270230776,3.73915457012465,3.4649836240255407,3.945392808410582,2.3888595529884977
5,1.0,1.1013314450065714,0.940767186609672,1.0391182119949218,0.9831037230536203,1.0817532754814894,0.9418264876276589,1.0785404052911416,0.9468700399988179,1.0620150302542222,0.9508037653841073,1.0804987662185392,0.9449426217018033,2.3911686558627085,2.8117237557601764,2.4432502361492343,2.7655235206749293
6,1.0,1.1628728361751173,0.9454341508601958,1.0363236878386082,0.9435036987767225,1.1486065189376184,0.9758698653641739,1.144752859008795,0.9623227329453157,1.1582065597173603,0.9567292397642333,1.1407961995836295,0.9682014835662947,1.5442727496240267,2.1421130120980854,1.9021466632684112,1.2647479817264977
7,1.0,1.2782861014736655,0.9462793724402933,1.070712688187507,0.9268121437187473,1.2460620958303557,0.9151382405687598,1.253710339945877,0.9109386964088529,1.2575479218138501,0.9165486674172095,1.2575557042975631,0.9159293544670978,5.266032009046164,3.6464167753920935,4.30023679712689,4.814957646042613
8,1.0,0.9912930544961587,0.913619221726574,0.9432450811948242,0.9003351831780997,0.9742013396811878,0.8977026500744033,0.98794018878759,0.886612839118762,0.986409486241563,0.9095239632611343,0.9791359066662001,0.8960093411666699,1.4081072946294428,2.6777368443239524,2.137205693876364,1.7767813599506468
9,1.0,1.094182156190232,0.7459551715481055,1.0126455264961116,0.8707997596569487,1.031232905063584,0.7806145453794026,1.0301530934241614,0.785099529040976,1.0309618435090917,0.7819230912367164,1.028418682143439,0.780852436578566,3.7297035288549334,2.938387837802916,3.1039921362404477,2.0463726115671634
10,1.0,1.3177311105338692,0.9233733862479617,1.14247058312418,0.9737009722556461,1.2847795256423784,0.9164917499345064,1.2951510437337275,0.927438629930663,1.2889319310601046,0.9215542175114911,1.2612412027489142,0.9296115675560713,4.219367679604011,3.60650912171769,4.239520057006103,3.811367601242084
11,1.0,1.1995077932903204,0.853945141051656,1.0951317873813013,0.9082411153028289,1.1075380741966117,0.8603753204891099,1.17519387501831,0.856903655858817,1.1895726813840772,0.8737812263754312,1.1869239263273592,0.862916897016388,1.8232049687296459,2.343331067858421,2.040432661845827,1.987257659550012
12,1.0,1.4303402733211372,0.8478920654596586,1.1663777105903792,0.9586194877366282,1.346353403459935,0.9330630154290416,1.3648630228841079,0.9184692558515499,1.3460482616258107,0.9328268324929502,1.3751399685220373,0.9108646229776237,4.383523251215983,3.02676175509189,4.0882515604501855,3.3295810032845976
13,1.0,1.2408814496451908,0.7682358371550159,1.0903741086315373,0.9050623788685389,1.1807555135507688,0.8450880937714698,1.1904438995440125,0.8410025796743582,1.1937495123535282,0.8491853913290924,1.1892434404697239,0.8447503402530797,4.337105194676934,2.9853429534703686,3.481452875925807,4.099370019111706
14,1.0,1.2545996708086813,0.9502428022706768,1.0795054678351386,0.9708049227055736,1.214340840796907,0.9616049091112819,1.1973856340017184,0.9627006104619309,1.1996309565642218,0.9610990776174894,1.2056892990632786,0.9553652529136073,1.822304792535673,2.5661227417306094,2.9770961827594946,2.4126319397179765
15,1.0,1.1183851554749018,0.9076748589196626,1.0520349487704221,0.9593455107856858,1.0455653419254485,0.9194474622670683,1.0065006381857902,0.9072114141459738,1.0625017368217797,0.8677800551989344,1.0994786390441937,0.9176231496520322,2.0841108514934623,2.0479825270364103,2.7465414812999027,3.1978300630421277
16,1.0,1.0418964622009583,0.8075141681195811,1.0147292696979742,0.8972499925688978,1.0288873450679437,0.8350640722982439,1.0307547000613422,0.8033008162769462,1.0233626365562285,0.8317811578224934,1.0299020768277654,0.8402436738627275,3.3190000523179775,1.6361643425976928,2.607418559998478,3.2587171359562817
17,1.0,1.2245246926280977,0.9059342770866297,1.053888420035744,0.9172028554932332,1.2074228602286745,0.947141211737999,1.2229954702124697,0.908315402460268,1.215884496394928,0.9219465024020824,1.2064522038856311,0.9475656810058253,5.131349019590375,3.7209112577800614,4.287873109238553,4.708809597032183
18,1.0,1.2395178497616084,0.9176454350603794,1.0688897632399679,0.932415435695272,1.1586781717348882,0.935902846974384,1.1578388878575259,0.9358325378520211,1.1558542916519667,0.9327288708124456,1.158189748309347,0.936168703003582,3.70155232095712,2.7444143925593587,3.4030971703553012,3.5832298643693656
19,1.0,1.250036903326111,0.9561333288334439,1.0633295835975118,0.9482462167079649,1.2295749608911757,0.9383175559374807,1.2293667993251958,0.9396804325648408,1.2277682682815223,0.942715684644462,1.2297029116605915,0.9396591860790177,4.042518024944009,3.0891754416711126,4.044784001841804,4.116063488994362
