SO,PO,True PO,CV,EBZ,True EBZ,CV EBZ,EBPA,True EBPA,CV EBPA,EBZ Range,EBPA Range
1.0,1.1919386836919423,0.9144221484902636,0.8537463527938824,1.133077745584503,0.9385046746500691,1.0520676904989537,1.158190805453246,0.9051833760046581,1.12945046127361,0.3577379991205679,0.2949215086397935
1.0,1.1419231012535989,0.8844872280821072,0.881159279532263,1.0887434982789992,0.9257178008248277,1.0561246952628591,1.0857304790715714,0.9243847705259131,1.164504300856716,0.4133239684542866,0.3290887634329166
1.0,1.2184275435029004,0.9154240967120983,0.9072022381778015,1.1645890087731892,0.9582217465003668,1.1018341961372136,1.1840948332377417,0.9423469580152918,1.1340420615129796,0.3812984817824727,0.4105261303781266
1.0,1.2909505595883384,0.8902477630416248,0.8271203307253082,1.1635761263596,0.8635827825859371,1.1140796457750033,1.213968533246902,0.8459490205282889,1.1428047005935331,0.3486646676914159,0.4122532295968781
1.0,1.2444966131328261,0.8315660341426848,0.9303110474096606,1.1446964595216507,0.917943246883406,1.1216826171817325,1.1740953939647054,0.8727174219716809,1.2080233063669474,0.3473127823738625,0.2859238350127935
1.0,1.1018121443871518,0.7366175001475898,0.6558294558289155,1.021366919941851,0.8703587411399177,0.9818592234181909,1.0303568785524106,0.8693896180586408,1.0179891928803393,0.26646575072495066,0.24993632630988855
1.0,1.0910315554345849,0.9134401715521752,0.6795196077077861,0.9936169878148754,0.8665520402933962,1.010888066620467,1.014278908026336,0.8769649317835705,1.05985788296311,0.22481418893072366,0.14111597224476657
1.0,1.1382336066392553,0.7946025705384289,0.7255891090689619,1.0818887252626204,0.8980954610494412,0.9767657554666572,1.0812273952763984,0.9031992660917368,0.9920991434431469,0.356593980657648,0.33869404786030727
1.0,1.2741743609579594,0.904868092215481,0.8417142322441795,1.1662224977918851,0.8909718946198831,1.0890111716200441,1.1834164522019759,0.870372030606357,1.1556629133584242,0.35642571747827856,0.322686439118357
1.0,1.064060201064307,0.8578013088041843,0.8849244125123293,1.0428540249338802,0.847292630024728,1.051181892396318,1.04149617937156,0.8495340020676896,1.0590992994312378,0.4311857300656122,0.40421315303496963
1.0,1.3065344813269786,0.8817103613339764,0.8946813080058044,1.219033949479611,0.9020912908191466,1.1171582611970816,1.2718580660695873,0.8907970715746371,1.1932795536041072,0.3281807403983866,0.37289406229981864
1.0,1.1355625542770813,0.8619255767136476,0.7198561741583099,1.0316013625669245,0.8496374015169332,0.9492264025024534,1.05516413699637,0.8607745436078721,0.9878347345985915,0.31084557732560075,0.3077055704451166
1.0,1.2449047831213385,0.8092760207656946,0.915188867601224,1.1670694861050788,0.8772900109967467,1.1419133288758838,1.1985784598517588,0.8158355957245123,1.226290604050119,0.29194160748440134,0.3102216569768543
1.0,1.1070790645429491,0.9253868106874397,0.7409355710471938,1.0622251787390284,0.9381785455741534,0.8872977743032324,1.0615482964059477,0.9497769589538477,1.0396557414743328,0.3499493286022671,0.09539166010175307
1.0,1.1587388380768426,0.8419711722842335,0.8561070809999021,1.1135059426346314,0.8973923039786845,0.9680350107028839,1.1138693834555549,0.8884490929315977,1.068673922540394,0.39266960191834316,0.2100202080708341
1.0,1.2116303208741845,0.8585388486267598,0.824030622462209,1.1188652522489912,0.9419045805572008,1.0877079603927524,1.1456789320169716,0.9443525548383888,1.1491517073584117,0.3406020312295637,0.1794553680485588
1.0,1.3020736042574328,0.906057512350763,1.0520574183581943,1.2426699523392244,0.9179541926060519,1.148621553634166,1.2463273380874405,0.9144007109310073,1.20611139228002,0.47441229883873787,0.41042222516121657
1.0,1.112219031252996,0.8852345126224679,0.5964873005043984,1.025844695826555,0.8571557831161174,0.9702042974032367,1.0522915068075471,0.8766744911399876,1.0885576541800261,0.2815727061473118,0.18128491728945775
1.0,1.248775872290828,0.9094042664537967,0.9067730051634575,1.172950828880295,0.9405245132483112,1.0736343075893646,1.1733889869839338,0.9140200583856665,1.112638094995806,0.3831259543499927,0.33063094684610744
1.0,1.121161352366048,0.8884934695113338,0.7082432122342127,1.0324209854358637,0.9083331338472269,0.9372202367591227,1.0431342081847954,0.890053829329202,1.0138675937190138,0.33252790217274536,0.19470918038216492
