,SO,PO,True PO,EBZ,True EBZ,QUAN,True QUAN,EBPA(0.3),True EBPA(0.3),EBPA(0.4),True EBPA(0.4),EBPA(0.5),True EBPA(0.5),EBZ Range,EBPA(0.3) Range,EBPA(0.4) Range,EBPA(0.5) Range
11,1.0,1.2381158963480559,0.931355533336838,1.2194149803560876,0.9684249087444693,1.0648522802284588,0.9688964601461068,1.2105920679504272,0.9747702579479403,1.2121483603918894,0.9723466914338926,1.2194146986933934,0.9684245940227734,0.4956279294052724,0.28935277007215043,0.3892046605252175,0.48533148557299877
12,1.0,1.35652542030222,0.9036062633351899,1.348072537872553,0.9305257007521011,1.1105094467115233,0.9516960221571684,1.3553332215820033,0.9154931525107821,1.3516655101198243,0.9222241492839567,1.3480469158364703,0.9305762801226882,0.5564881053806057,0.1179915736368428,0.325723136903132,0.5010212484978315
13,1.0,1.235484774574215,0.8410797688270398,1.2113616165788264,0.8648355472826357,1.1228343126024403,0.9561072398920631,1.2267680003425574,0.8229021819641961,1.211271951157052,0.8650942779025687,1.2113240937102465,0.8649443899203919,0.3597485506765173,0.27991084959928003,0.39661278818734197,0.42649036043495964
14,1.0,1.1576643260090838,0.7475097237918182,1.114814790290302,0.7733651925733923,1.0370515890289649,0.8721340111708347,1.114810110235116,0.7733760674943831,1.1148008156575266,0.7734059738064099,1.1148494812560694,0.7734117540214621,0.4349022326380097,0.299920303383051,0.40012481567442587,0.46946034391947916
15,1.0,1.1312332254438933,0.8900320594846944,1.0558413094758556,0.9356044847945183,1.037264436767278,0.9331732748874317,1.0557855105083833,0.9355502074363811,1.0715316989544879,0.9690181926767253,1.0557334776408331,0.935551585939113,0.3121123498573117,0.2952998253639672,0.25271819439244947,0.2868796860999804
16,1.0,1.0556334010394859,0.9602369624949012,1.0362243573292158,0.9678258124205424,0.9946542121612166,0.9907679280337226,1.0360202336099658,0.977605699265098,1.0219618809451263,0.9862051896836035,1.0220106923073295,0.9861652554660393,0.4767042098112718,0.2932540097425532,0.4001159565292601,0.40816531397881645
17,1.0,1.0261702298139534,0.9712223743559759,0.9819484838280212,0.9264364918492268,1.0212137614140537,0.979729184703471,0.9808364654305162,0.9308872005204801,0.9797811217055132,0.9302259154312913,0.980221987157332,0.9305985762935454,0.20698283412380328,0.1145346114280372,0.11465654615706848,0.1226433801523175
18,1.0,1.1037106278845146,0.8939779086864489,1.062693312928318,0.9249586625344264,1.034403962724521,0.9505311814983238,1.0679064632200945,0.8444211500994917,1.0626394964523573,0.9255027827845953,1.0625600179207622,0.9260131622916301,0.4433228970506585,0.23899141713744737,0.400459142322107,0.44157560861275813
19,1.0,1.1622920448932716,0.9562185461792615,1.1285941944354243,0.942156767812044,1.0446253761320603,0.9542961818823519,1.1358964816652852,0.9482130262973304,1.1287913589642322,0.9423776189786249,1.1286476330806252,0.9422115689865047,0.4350567686950577,0.2958791230674363,0.3725614074580409,0.4892664259268811
20,1.0,1.234422818424641,0.8529146070207382,1.2220364154757626,0.8848500058753478,1.0836940499981245,0.9401147541033901,1.21500584974909,0.8752854277455117,1.2134610462565516,0.8770046320466007,1.2149854108559435,0.8753099754169906,0.5382801759007163,0.289086491013942,0.4044650627692395,0.437111737477498
21,1.0,1.0128432482313703,0.96315562240785,1.009217901365962,0.9689602578469012,1.0013374509751543,0.9689966245048928,1.0009775495514064,0.9351730586217699,1.0007351985559103,0.9345415364719828,0.996710664214978,0.9441238852709267,0.4871931472028545,0.11506060463728454,0.10121585660509565,0.22914190906903836
22,1.0,1.2649049012246103,0.9532367877329085,1.2481433551013112,0.9680422429456745,1.0628863797966692,0.9613559187301697,1.2340837691825135,0.9675561616983402,1.2247479831562784,0.9758917550922183,1.2481420100617173,0.96804262332216,0.5566591822648232,0.3061499764737158,0.4002224171144075,0.5000035436321268
23,1.0,1.13276166087466,0.9199122168654844,1.088942451740688,0.9662845626521485,0.9830775610842134,0.8988164799315522,1.0890571740404709,0.96199069546926,1.0887897820506427,0.9690006816036874,1.0887856468791186,0.9689151994020117,0.31230017988589104,0.30418394743552335,0.3436104480273399,0.2731278271853225
24,1.0,1.0452960243554923,0.8874305038892172,0.9990838967799888,0.9685313821988781,1.0179860143483368,0.9534119112129716,1.0032032398633801,0.9792721977140857,1.008151793890517,0.9591086502654842,1.0066751547718835,0.9662540373086068,0.38507672142817506,0.23605497177981757,0.23411769130233728,0.24636472220315392
25,1.0,1.3453529611873531,0.8738266901837541,1.3453529611877204,0.8738267066870629,1.1619566024879457,0.9624621628628882,1.3234228316715164,0.8737057337366755,1.3295941441043533,0.8883874580208663,1.3295941467712629,0.8883874141287127,0.5912834680419106,0.3000605443037021,0.40010110773143415,0.5000546995684336
26,1.0,1.0187429039456115,0.9836005180333636,0.9722591210210519,0.9415204641599896,0.9761550735576284,0.9741324761122009,0.9657559890818065,0.933769290704755,0.9722620620896518,0.9415243844433392,0.9722750684725374,0.9415341190504157,0.34696120680112064,0.18874006335734844,0.3118172675940116,0.3412076687106616
27,1.0,1.30874545790492,0.8308341238045469,1.282892984675407,0.8385375523760693,1.1003279924812506,0.9295359137871431,1.308739165244375,0.8309042650651555,1.2826878765656184,0.8382782283803969,1.2829093376300202,0.8385628047405179,0.5482937736733384,0.1295628995026314,0.37739848413627514,0.5004447031988134
28,1.0,1.0049655967136428,0.8808704410947037,1.004503444286244,0.8852872921519732,0.9579024858480012,0.8960002242360173,1.0044546721914982,0.8851311095568384,0.9587278948345977,0.8799830187101261,1.0049618355025962,0.8808609870129678,0.11059349276542552,0.2163759857017126,0.12356813144702354,0.13882873843407414
29,1.0,0.9981069874618276,0.9661639633712071,0.9680592306388507,0.8989295705448559,0.9802401520803106,0.9188195575937882,0.9680450916196934,0.8989082808258121,0.9680728086185856,0.8989499645925809,0.9680748684235055,0.8989519791797534,0.3469569168190314,0.2874074758928518,0.3298980872557177,0.3482015188153168
30,1.0,1.158552225220815,0.9791001072337153,1.1501633060342467,0.9854244245628888,1.01420384909371,0.8996892855553783,1.142096774370113,0.9886771234323686,1.150168352458352,0.9854191870682172,1.1501506357663702,0.9854378297871593,0.5613310719044998,0.28323107522339275,0.3704377789914217,0.48291292116405843
31,1.0,1.0922156725985641,0.9597175069008851,1.085864805574812,0.9586120231051062,0.9615422215542945,0.8905918707298287,1.0695045020468574,0.9922071214873868,1.069270074369349,0.9922004004452845,1.0693374482145166,0.9922018919645407,0.533159073675751,0.24392627187836063,0.2559765148418178,0.26529686800874497
32,1.0,1.0106142489462455,0.9803032510594928,0.9957369184815503,0.9695938647181918,1.008296412038088,0.9847011626847879,1.0012494557767313,0.9689613442436107,0.9994939587273086,0.9674469594995072,0.9989946624733512,0.9626109014227088,0.31441290471708366,0.0851767486331169,0.07970137999243676,0.14496938344397642
33,1.0,1.0920806019954505,0.9533571748636566,1.0692439391891235,0.9564357769704509,1.0614557299358935,0.9700771286870773,1.0607549889505936,0.9420917405887612,1.0607297091831396,0.942057428100914,1.0692470213537137,0.9564390454971082,0.42681102321077236,0.23006014499817856,0.2298214586966542,0.3253550663026078
34,1.0,1.0239836775250075,0.9240227538898267,1.0059008418322257,0.962508955280698,1.0093863619864976,0.9113566005001685,1.008416501845153,0.9534072646340632,0.9930607735477656,0.9631216254860938,1.0229728336486195,0.9386510050045214,0.2169862720736792,0.1338939930444485,0.07068483768642222,0.12069089569453847
35,1.0,0.9725209847584959,0.9233917629761256,0.9322523848107966,0.9481713696091394,0.9664995606179051,0.9337289377773336,0.9476585231905992,0.9382760743393205,0.9497203051441043,0.9358247843204286,0.949731325911385,0.9351911366413743,0.1662496971731753,0.08468717559098123,0.13449748513080462,0.20351593952963495
36,1.0,1.189346329188355,0.8579030823541911,1.170627683014046,0.911334927951786,1.1001949130965063,0.9385706371916128,1.1698936518710947,0.9129115741586281,1.1709935496384192,0.9106129277442343,1.1749103292122534,0.8975130645090552,0.3938323491870846,0.2680855831434874,0.2846817478938692,0.48267753196952795
37,1.0,1.0239822353908725,0.9643233762734825,1.011302563049697,0.9467629109135871,1.0191679951529158,0.9520372373274851,1.0136994785385918,0.9474227238948075,0.9982947354448679,0.9394941170218156,1.0003901952894771,0.9416811874750589,0.27103346222205876,0.19196990161173474,0.14225852285794,0.2725034920472655
38,1.0,1.164522607726515,0.9961833397944417,1.155060639810992,0.9917890061103165,1.01824382840066,0.909453583330295,1.1556003048354573,0.9898126326559608,1.155048766439333,0.9917805361034502,1.1550449364790596,0.9917774710003299,0.534055609929449,0.2999628466231108,0.36907813429067887,0.43261010581187254
39,1.0,1.196814071253258,0.8936059067397008,1.175600873270704,0.9243231791491724,1.055082675919808,0.9727149672147288,1.1778095389600227,0.9234449200054243,1.1742499285837111,0.9168104608042618,1.175611083516659,0.9243135913564048,0.5583676745530879,0.3752381278326835,0.4004824588906188,0.498686412419694
40,1.0,1.1371816705956959,0.8251201208489178,1.1021914816261673,0.937813715702589,1.069683988069195,0.9138228381846061,1.0954786024175625,0.9323561004349217,1.1021843862069984,0.937819661342066,1.1021615753030631,0.9378699868099628,0.4442534570313648,0.2964466534009105,0.40056477788287415,0.43784287899213525
41,1.0,1.127245558588576,0.951336429569369,1.0883154320470707,0.9891768879221862,1.0513482632198048,0.9894226175529214,1.1104558663152664,0.968064396558245,1.1118366550799954,0.9697186727033674,1.0882973526084254,0.9891798203018091,0.33494355920469954,0.23963465969561595,0.24078367838470022,0.2803304079890605
42,1.0,1.1474350005383531,0.9184977262648558,1.12137576529448,0.9700554979628405,1.1306026436812715,0.9509327364402965,1.1217060285421758,0.9685410800967734,1.1214947234479848,0.9695319515324277,1.1214715800963946,0.969664093621369,0.31586156089790307,0.13876127711268665,0.2287070836070228,0.15211338034724747
43,1.0,1.0543586644739456,0.9904334314665015,1.046565521247758,0.9874653351142895,0.7953387645899409,0.7563110311026269,1.0465772494741794,0.9874768109113956,1.0521830446932467,0.984114452817283,1.0465401309983242,0.9874189593768562,0.4969974373314788,0.2318674085518068,0.3098716111528878,0.2698658498995358
44,1.0,1.0774158662357707,0.8957680152856294,1.0694594432652453,0.9116435757811446,1.036849711432739,0.9173699366832607,1.0774115299025537,0.8959436247933027,1.0657418914225332,0.9053518073594237,1.0694572605665782,0.9116434926136999,0.47176261957838045,0.24180564083021167,0.22753196578472606,0.4848243353348381
45,1.0,1.220219492374937,0.9876431675369918,1.2176756032054794,0.9914284307723044,1.0676459050853666,0.9535841669214232,1.2147372175571758,0.9832423714049479,1.21626102042668,0.9889566996046225,1.1834913090937778,0.9559926682488061,0.2541161057254787,0.3398824684873711,0.3835218331568342,0.3972010501615819
46,1.0,1.0637526135411697,0.8572009952659995,1.014842315611888,0.9534167170603765,1.0278431872754203,0.9369981568577198,0.9788333865381722,0.9938802063866385,1.0148763686546076,0.9659451677804102,1.0148396899345495,0.9534305415840193,0.4798996853830394,0.20828181487413203,0.3579946887029261,0.4523503318861607
47,1.0,1.047764439901855,0.9177530192852689,1.0003846766580025,0.9106270969744193,1.0199867370973938,0.9736803277731355,1.0407752749987873,0.9074281568457481,1.0113735225183027,0.924434464261124,1.0110314947230574,0.9250689096604056,0.33475737716921117,0.1516796927577346,0.1489742158536464,0.1426901088113775
48,1.0,1.0121685371198543,0.9636718494682046,0.9770489101674811,0.9316200836604901,0.9896334752089262,0.9500525876978345,0.9799398934960264,0.9267700460411931,0.9770507833664437,0.9316220444932102,0.9770523335299752,0.9316229105622107,0.39676083321983135,0.26652639124662403,0.34981625224274304,0.36085766204196895
49,1.0,1.255754141809115,0.9256597016538388,1.2377088106073155,0.9369786206365409,1.102448904051791,0.9018042491566124,1.2288692941115535,0.9229005533755862,1.22888560840441,0.9228629228566433,1.237724632690456,0.9370159088214962,0.4969527049281063,0.17268443430149197,0.19106261788423956,0.36921736039554287
50,1.0,1.0953735459548462,0.9931856181878144,1.0737231956243092,0.9833622098019859,1.0417456826077827,0.9841936671823501,1.0884977302180234,0.9812439177419694,1.0899383267225575,0.981478148272927,1.0737301632934344,0.9833700806685101,0.4718360190763697,0.24158930818815832,0.30399863850216113,0.459105501045021
51,1.0,1.0868040150219647,0.7919192745879334,1.0591842879558886,0.8623001436417757,0.9645221109257037,0.9122193833204452,1.0517653441410575,0.9060869017687065,1.0515758194312665,0.9075821593647198,1.0591841218269193,0.8622999591983784,0.5477611559097013,0.3025453970965146,0.21388849632196255,0.5000444476949288
52,1.0,1.1039625870946015,0.9243768948678464,1.0746542578205684,0.9389807417186246,1.0733879858116653,0.9530958298403792,1.0704749858646934,0.9639111585942162,1.0663976249163698,0.9222966905668488,1.0686128799225607,0.9634536656231183,0.43672998784893996,0.20736995998235966,0.07909304840678104,0.11468629405494542
53,1.0,1.1791661497262647,0.8666360722459234,1.1744802213445757,0.8689168313197269,1.0866649916140405,0.9492301525459265,1.1589308182575613,0.8611538096255327,1.1569676394524604,0.8607444115933068,1.174480307575642,0.8689167300549446,0.5645563200342413,0.2640617942923026,0.2485406153844852,0.4968428443694153
54,1.0,1.1722963535392266,0.9569944207451667,1.153939602040393,0.9482090017286942,1.0563469162149237,0.9716586595604483,1.1539259025960957,0.9481493686165042,1.1539484102695452,0.9482486507359255,1.1537705815487123,0.9475029494280509,0.4443724587116936,0.2775939164611828,0.3973659672348475,0.44251614955508617
55,1.0,1.0094925749920935,0.9116458751647262,0.9684504560198701,0.9879534673232792,0.9808637928521851,0.9249646854252339,1.0000914681932918,0.9624786226856347,0.9691796540765157,0.9670737720438678,0.9686368919171136,0.9877711590426239,0.36795187943137125,0.23485186852214235,0.22370243476535948,0.32593933142855297
56,1.0,1.4296767737702263,0.8616227209035705,1.396950305344749,0.9042273292275964,1.1340460076447707,0.9557106691253697,1.3967618527518615,0.9043405547430678,1.3965360377861333,0.904502483392747,1.396396381092686,0.9045674840879041,0.521142894371534,0.3000110576764096,0.40061291250322795,0.5002760214381452
57,1.0,0.9164163644375015,0.8043899226027212,0.8477041426984958,0.9615534618490784,0.903652940086909,0.900838676014632,0.860384612327147,0.950351247598611,0.8472925655041793,0.9617336243974237,0.9157888406241788,0.774938926612623,0.2713018554095671,0.08314192207708851,0.24092440846986843,0.27440287665261015
58,1.0,1.1230007862670177,0.9300935381905509,1.1071809400007402,0.9557762158577034,1.0123395620069522,0.9409572321370141,1.0907024553083942,0.9325423780101431,1.1071821242700148,0.9557725705869997,1.1071892428729397,0.9557686891127729,0.41956516764958973,0.22096129132583045,0.3803031118658076,0.3857054190568073
59,1.0,1.06513015207621,0.7471279446088552,0.9557891265297567,0.976062469862555,1.0252653291684701,0.8976665170559989,0.9807662638871071,0.9510830423174703,0.9790727920568558,0.9196798803376545,1.0248677687023007,0.9053777397941922,0.1789473490755495,0.10941758499081303,0.11260065924453518,0.2721826415890326
60,1.0,1.0317986979690665,0.8281591883760449,1.0165174442622282,0.8363357701522934,0.992298616646185,0.8998163247705655,1.010709468771798,0.8086637368649935,1.0164418603286418,0.8364725559281055,1.0149798170269462,0.8438134108467493,0.29783129808051284,0.20838935775734915,0.2520033230264797,0.2743814486832911
61,1.0,1.0135711999228678,0.9062531463327013,0.989700888306049,0.9033761508897934,0.9556940741663513,0.8860898992168127,0.9842993147423439,0.8440604839949776,0.98873753131749,0.8512110317403657,0.9916464847873855,0.8682013525973444,0.3195892099558683,0.2587019462324028,0.22316275943721173,0.21900587467291316
62,1.0,1.1983176913754958,0.9533748046375832,1.1548438833206323,0.9938941922368559,1.0887118640577274,0.9553146127064203,1.1597907792462385,0.9943608197502161,1.1551332049322613,0.993771324148647,1.1548398986184931,0.9938958988624107,0.43084975724610136,0.2342436349566431,0.3943628646369929,0.4300230266872987
63,1.0,1.1763690937965232,0.9760918681204257,1.1763690937965328,0.9760918707180388,1.0627787788120848,0.9749616347930145,1.159627994931432,0.9573723138587859,1.1597349512601203,0.9573926662465322,1.15961735017802,0.957347786785644,0.5844152671446331,0.2695922161713544,0.29492107999023726,0.30312481711939465
64,1.0,1.000980301497978,0.9756740390131202,0.9951449505813673,0.9776616606505433,0.9325940595689977,0.9149713550889822,0.9944087395647639,0.9827537064847047,0.9998425562641884,0.9770082239385524,0.9951401317959905,0.9776594140323223,0.40719567472352924,0.14639451973674408,0.0969281610428691,0.28382428895353234
65,1.0,1.0348714157766892,0.9976183645370438,1.0327638977987115,0.9967658265655652,0.9078875425128473,0.8772754146512648,1.024852751853627,0.9963050738527752,1.024753087347825,0.9962600407647952,1.0327595971953145,0.9967622326733329,0.5754939434475931,0.17134618397314977,0.20471645660186563,0.4906153255570926
66,1.0,0.9970424845771739,0.7733431948251863,0.9415148483738283,0.9614087528479317,0.9583027097469445,0.841544046040983,0.9544562425964314,0.8988699242763812,0.9432263669890834,0.8964677078847708,0.9956117102152879,0.8180227186260123,0.4610080773313901,0.1682665969764095,0.2792018962222606,0.12978881418619226
67,1.0,1.299727214626716,0.9620432914812763,1.2915500676936569,0.9644889669776184,1.1341089855485047,0.9562638677150972,1.291493411516824,0.9717719089040912,1.291478435751525,0.9717905263857254,1.2915396195720863,0.9645039568851297,0.5642727917957802,0.18481551515568276,0.19799186198533172,0.4962431497668648
68,1.0,1.0309306664962568,0.965849325066145,0.9930486808929134,0.9926372372754969,1.0277275504964163,0.975706285195943,1.0112777891048095,0.9764423797452992,1.0101409790555298,0.9763053353966402,1.0209868859197375,0.9774647116587276,0.2058953721374272,0.1266882397974293,0.052890356339337495,0.3323965315367236
69,1.0,1.0274575134547537,0.8065618380491982,0.9709130792084886,0.9369046128581717,1.0233952799307524,0.8480442774608764,0.9635023411484456,0.9344791785309895,0.9636528911985981,0.9318944349005722,0.9634855060095934,0.931898934872063,0.21671983974037934,0.12511584243200663,0.13334314395516714,0.1519424822281227
70,1.0,1.2103363884495204,0.9670308958736917,1.2055004168365695,0.9545349220934385,1.0261772481030735,0.8955174634511425,1.189895589813684,0.9081118181476724,1.1908237328094144,0.9171327673433742,1.1792495282883362,0.8823245568814146,0.5344084113353993,0.2028835787380022,0.0904575178652843,0.38410810145913504
71,1.0,1.144968027259389,0.9420788236205168,1.1293444430942063,0.9595675683972364,1.1170558242813833,0.9532580743534764,1.1377628508908568,0.9694357203292661,1.1413867825699509,0.9305158336341603,1.1381367585079698,0.9505973760088297,0.5002820063880955,0.19780759113582774,0.06535725858082575,0.14271875532387007
72,1.0,1.4692955877344527,0.8553847609605512,1.4575236269112313,0.8619214255920006,1.2025109190500953,0.9767403715777218,1.457506320686435,0.8619474381719295,1.4575282540087209,0.861917290017935,1.4575271295241374,0.8619191821797018,0.5850491207930043,0.30037774153329133,0.40022497562319365,0.5001313358684564
73,1.0,1.078707792459975,0.8077354769916774,1.061047583669013,0.8220375758252199,0.9854946895704787,0.8987654437182578,1.0775282714417906,0.7934791243405811,1.0612136979056912,0.8222074697797523,1.0611955117931455,0.8221885903710207,0.48266679293616077,0.29170550200893536,0.40049507353607067,0.4989524372218586
74,1.0,1.1314149215503675,0.7491340614540547,1.1112469944915384,0.8724911111415407,1.046608923171366,0.898184759256575,1.1112256204148339,0.8725435122446622,1.1115823290849272,0.8716489390811344,1.1118423834841902,0.87097531142699,0.4495499141683899,0.28215269646108687,0.3662425827240883,0.4707809643928137
75,1.0,1.0803652355354842,0.9826149658135245,1.0359117782531866,0.9354783878136333,0.9849216235588854,0.9430466730107938,1.0220311073696535,0.9288730313874501,1.055226566938428,0.9639382677418313,1.0220461662752858,0.9288894790825233,0.41167944679529417,0.2957280191265159,0.3449542750097819,0.39489594704713504
76,1.0,1.1506803316250125,0.9256024595882659,1.1375096767982928,0.9104271165240707,1.0642572888084165,0.9752728354265271,1.1365825184726568,0.9060881699797502,1.1365818013072662,0.9060960328292165,1.1364588550870927,0.906340761236119,0.445268515747018,0.30010999921829357,0.3517074906850265,0.3853499043063014
77,1.0,1.0200000918165522,0.9896668078409896,1.0006623020749972,0.9816058099199118,0.9496989911412632,0.940116992432399,0.9927698530198639,0.9649149550076875,0.9918370243166017,0.9764354272958682,1.000660843134377,0.9816063057797564,0.413038169940857,0.29128466232598693,0.3084800225709211,0.36955647677359266
78,1.0,1.0461623047281512,0.9699221461961716,1.0421953914548827,0.955429918555665,1.022314253991388,0.933304046667469,1.0260664493944383,0.9769714694412059,1.030680022420305,0.9866361870559333,1.0260652784478548,0.9769681375024921,0.5425564164727791,0.11750890584811288,0.08185407920353638,0.15765450765609157
79,1.0,1.201683380204428,0.9033141315686322,1.1759575965839069,0.9198630245894879,1.0437489949956804,0.9289784535089002,1.1982290106761906,0.8885566264567177,1.1914595414777314,0.937032757755459,1.194640140743287,0.9301910014530422,0.4845371136614207,0.11474785925659747,0.24940511694237594,0.424236810524377
80,1.0,0.7905467425541327,0.961468556994377,0.7836897451587176,0.9250938995502719,0.7755356662223444,0.8865404492480631,0.7905142331293947,0.9610906670147611,0.7881789950121951,0.9435083967651487,0.7885175417565846,0.9464793772463264,0.49867223336370375,0.18246267053908455,0.18599684786408946,0.1410190255940699
81,1.0,1.0955722814483877,0.9680157712727174,1.0764560882645862,0.9599769436150668,1.036309008225914,0.9651688169851977,1.076493045792058,0.9596750932377079,1.0764003239746076,0.9592475151627975,1.0765020558210319,0.960029781059161,0.2802229254515772,0.2343535676720223,0.21118548437303,0.22970131503821484
82,1.0,1.0834888743122435,0.9465817113490644,1.0672967572215348,0.9634011064967813,1.0295147709024772,0.9912440961299392,1.0664910693349943,0.9596244275392211,1.0580367290839094,0.963552935784645,1.0673002665708196,0.9634009882714105,0.5113276738921941,0.3316903000283826,0.2447157311723808,0.4812697773771106
83,1.0,1.0435718651272095,0.9783864557053402,1.0272130643230777,0.9709579510912444,0.9796630595924829,0.9556931598741459,1.0375808728647173,0.9872283388235603,1.0295742892744055,0.9697452500777798,1.0298709488557796,0.9777881016901528,0.43141866527778977,0.11758790254984337,0.20695555708599794,0.13971933898069824
84,1.0,1.1072756646809887,0.7637730183654924,1.073310870367865,0.8760031719172848,1.008436587494533,0.8670404834159345,1.0733043592774776,0.8760169861034169,1.0733126748999584,0.876000607889716,1.0733116557755116,0.8760008964445479,0.4958980992058521,0.30024764038869123,0.3955145795941063,0.44884446192972705
85,1.0,1.0683883624058435,0.99087769817769,1.0345411871614751,0.9756222780292692,0.9991191634030471,0.9589561978966702,1.0679174462499808,0.9873918549248538,1.054225368922274,0.9851847781106139,1.0345277074428267,0.9755946466189487,0.4149405256708869,0.08653196009202069,0.18760234701404999,0.34124527757392176
86,1.0,1.168801237036198,0.8526291184802199,1.1468528462183782,0.8993631896855684,1.112729773027707,0.9302112689023314,1.131071147989296,0.9095349646403433,1.130774045122957,0.9090922987480488,1.1468640451172853,0.8993279882584362,0.5157452801589837,0.2888153501795328,0.2932413660713349,0.4854416173650332
87,1.0,1.1853784557488463,0.9875656277574196,1.1760655588156435,0.978519559627031,0.9405972197511108,0.7981911060476867,1.1760237978568264,0.9785234779211028,1.176032022293947,0.978528425403621,1.1760488376412013,0.9785262095489674,0.5132178238663458,0.2671726146084465,0.3239983050689375,0.3563500763960271
88,1.0,0.9882569556264759,0.7986606878042782,0.9783640241230964,0.8708748071963032,0.9873277100814143,0.8170357185864079,0.9765069439295129,0.8624795711286443,0.9761111872992156,0.8628503627163301,0.9654495468684047,0.8810614108277889,0.38079297035950777,0.20136374937202572,0.16985720619615277,0.2010187100081592
89,1.0,1.1287361130462734,0.8583379943742127,1.0876418072925833,0.9513417873406417,1.0006730431736588,0.92004730708129,1.1273200107020345,0.8617724986700055,1.1042638265232783,0.9307453093580715,1.1047731708536408,0.9168231091420065,0.5181560220816075,0.3841051919666273,0.40349537146809933,0.4665575938469411
90,1.0,1.0235232968831725,0.9393547546532851,0.9811365049372807,0.829293410957333,0.9823878527922503,0.9632608547761318,0.9815508150328834,0.8316751317819553,1.0019840892947098,0.9663612006278669,1.0078495378015306,0.9660704850560297,0.19399657828431616,0.12706833965042114,0.11142384628606813,0.11797186732666909
91,1.0,1.2427451418247288,0.9046838111258552,1.2157392667100357,0.8976760252735513,1.110405688207775,0.9744970267777345,1.2157382621048596,0.8976854782969935,1.2157522174863666,0.8975651572975059,1.2157068071017294,0.8977206704860433,0.49533933545942227,0.23911862234095577,0.40034552476759994,0.4684256572256274
