,R2,EBZ Range,EBPA(0.3) Range,EBPA(0.4) Range,EBPA(0.5) Range
0,0.14113066327570079,0.5970799844847249,0.5756609012951657,0.5312601770646371,0.5996684741369455
1,0.17824982335976003,0.5979086413177538,0.42771909860231394,0.5991093313846276,0.5691687739879969
2,0.20551648585790128,0.5974116043229196,0.2162147895716554,0.37794543393629343,0.38009703524060623
3,0.19259415692219695,0.3021642632489495,0.18098615840545074,0.16718284207395573,0.28764907065985557
4,0.08739911018205249,0.4125771676574007,0.362405490059843,0.4073429270455403,0.4098026144969573
5,0.1446267141940244,0.18417509178330094,0.07030185888417118,0.06703389568144513,0.13584177668378505
6,0.2381792105160636,0.43276868339144847,0.2161968428070724,0.4057141770056488,0.43361306173590985
7,0.15579551951573223,0.5865796747940508,0.1560204864771344,0.26562701571005576,0.4711528971918614
8,0.12120473833366452,0.5999905399818922,0.5192449061799235,0.5989135155440356,0.595021649793863
9,0.1720680789106347,0.5787639140383538,0.42368496087623353,0.5724617312688691,0.596167390860072
10,0.10196289801926606,0.18237559681202076,0.1770130751151715,0.14398654786129383,0.26537528685686784
11,0.11118184049496771,0.08084751142168689,0.128205198883095,0.3006625435923067,0.16229673485006968
12,0.08740055478960684,0.16908563887673744,0.11107221820966562,0.24871075659199837,0.10514014380831982
13,0.12707041579075584,0.36558996764291074,0.3148899571936504,0.2900743575216994,0.4374464753211288
14,0.1406582750585854,0.3344226432561497,0.365196264024523,0.36056235291172545,0.375353639835611
15,0.1955423305960725,0.23214762685260892,0.1831153333979385,0.3081308438079631,0.22406593264685637
16,0.11745222660753818,0.29746816392057496,0.38475956925510146,0.3171491019622207,0.4139138007237593
17,0.18809817995835343,0.1541265900360428,0.1384355829172621,0.38036101756640117,0.13934120158910668
18,0.10434485301381025,0.20771426790336978,0.19564747902039847,0.1875205895413199,0.20770783523229297
19,0.12948247373675592,0.2761904213340707,0.3360826715416917,0.238247397788239,0.2933933120289881
20,0.10529363393074598,0.16985180294581914,0.5469914565636119,0.40806440474035854,0.4491713809869874
21,0.13885285205244857,0.4542266211133914,0.007721458257860414,0.5212501443975721,0.5423704444301015
22,0.09111199552284799,0.24787140963330678,0.4359297320350938,0.5898193131184768,0.4000966350574984
23,0.10587089884773726,0.3935082344136951,0.20785657406688507,0.20250935947332072,0.1378991649340936
24,0.08774887080326554,0.3208788157626872,0.022406369555530325,0.0294946137017581,0.11928587570047622
25,0.07752810925836806,0.33981248078273973,0.49291070890502797,0.5984466534438274,0.4223136731434428
26,0.0760318803990645,0.1966895327159648,0.43056632380809057,0.266886843969115,0.31722382331784815
27,0.07277552311986946,0.028706889666268998,0.4328668181140012,0.5790948750469667,0.37263463843552547
28,0.07633972050402704,9.777946144096106e-06,0.2897673477050582,0.4598006422868278,0.41126181860908095
29,0.08155632419243564,0.23426729618647202,0.16103114879447356,0.11739516808479766,0.2715064213881654
30,0.1026140019629751,0.5899973632060643,0.32173662383245316,0.3431676012723035,0.28354508725569716
31,0.09372336411957405,0.5999152447023558,0.5128139984279262,0.5783724778552066,0.5027914498563578
