SO,PO,True PO,CV,EBZ,True EBZ,CV EBZ,EBPA,True EBPA,CV EBPA,EBZ Range,EBPA Range
1.0,1.304197615145627,0.8993105107494829,0.7834323879615916,1.1935255541229532,0.8831260122756492,1.1849069072104321,1.1792211475033412,0.8481030843887108,1.25662995717742,0.28995248679852303,0.2480918326011644
1.0,1.1801142684481658,0.877075614380995,0.6007052720679948,1.0793970460863536,0.9025687369991341,0.9948498224034458,1.0730440719447427,0.9182893379553901,1.0736341332222588,0.22473529328030312,0.14724674964270007
1.0,1.1038091919643178,0.8228221339886134,0.3277299688384246,0.9633050425030432,0.90491305896976,0.8297088774031816,0.9617995224072153,0.8925154202656436,0.913218160341938,0.2870229132205592,0.12214099913078717
1.0,1.2702551324563927,0.8585836090885397,0.7080049255506795,1.157016564781936,0.9032618978761852,1.189039608012535,1.1692885445619698,0.9419970037700792,1.2448896905983533,0.3036561085420321,0.23654885344041546
1.0,1.2581345476308834,0.7945518925440128,0.8086297186989237,1.1436015067045704,0.8020515229615609,1.0853532516064088,1.1500461912729876,0.8345754178139392,1.1484218752023236,0.3063702169345068,0.28645033503389367
1.0,1.1727657892140975,0.8649902071443437,0.6666600714492364,1.0847554957053076,0.8909825842415814,0.9269670159230948,1.0932137710514587,0.9087192619038094,1.075791660406651,0.3112234986645746,0.17095731588054744
1.0,1.372121972884523,0.9136748025574276,1.0237871715270137,1.2866449430080877,0.9253419861231469,1.1708551423757452,1.3186130245948418,0.9271968704181883,1.2761122066015624,0.41214001423942975,0.3015238589393644
1.0,1.187245056827774,0.9044274163244875,0.8204523668125053,1.1181528879642955,0.9075206857747897,0.9551553730261279,1.1597663873766064,0.9007841581635609,1.1387184143298932,0.421456975520852,0.3564950340841694
1.0,1.3455193769454799,0.818688882927529,0.9979112287821779,1.3080996931476878,0.844148687972368,1.182938868864334,1.31979086550464,0.84322895466611,1.2431442440910534,0.42801135557437336,0.3915445171932432
1.0,1.2832325022743025,0.8893450579917335,0.8064880499085646,1.1743913275034021,0.8620208054795835,1.1444491613235923,1.2363881379673858,0.8415816453178246,1.2436648537534114,0.271713419957549,0.3641518433426354
1.0,1.3432173103978655,0.8412389018857053,1.0453707279240831,1.287943860763209,0.8970495463796668,1.2976381576408773,1.3154839632679858,0.8694289579927607,1.3886591051487327,0.3872782515471088,0.3528652837569068
