,SO,PO,True PO,QUAN,True QUAN,EBZ,True EBZ,EBPA(0.3),True EBPA(0.3),EBPA(0.4),True EBPA(0.4),EBPA(0.5),True EBPA(0.5),EBZ Range,EBPA(0.3) Range,EBPA(0.4) Range,EBPA(0.5) Range
0,1.0,1.1475028855543565,0.9195203050049093,1.0229920386369467,0.9399931873865703,1.109703880328571,0.9501078056000755,1.1332641709810303,0.920625449276846,1.1140742229587335,0.9294731841957988,1.1072757332150476,0.9544934984660135,3.96653280633456,3.7660354819084922,3.81985040127553,4.569167659930796
1,1.0,1.0655319104725711,0.9320937321624967,0.9740277007992726,0.9062020530059319,1.0315313767706005,0.8504232988676026,1.0318164407178785,0.8504747165981743,1.0339352247363283,0.8553939583632401,1.037262900859753,0.8857431957089498,2.899004486499879,2.7085961016525655,2.7304192064967396,1.4634013346939683
2,1.0,1.285137125836026,0.93046975994384,1.1155483150212953,0.9481785433337492,1.236903465632527,0.9559070130326539,1.252746634737091,0.9143444348821242,1.236587884861638,0.9538422996614422,1.2475207860520885,0.9304375876191535,3.5261571956971536,3.5766036498486407,3.7901589794630097,3.741457111302493
3,1.0,1.1569350113862333,0.8423725665285807,1.0789719605670522,0.9519711453579134,1.1027262148300614,0.931047355293875,1.1169154649598763,0.9071087666010966,1.10010393811341,0.9235338215472119,1.1215598050942925,0.9035931199203525,2.8608635563509246,2.4528829355896646,2.7385971472746924,2.849424445086685
4,1.0,1.092629637153782,0.9207148424937877,1.043997978720599,0.9554674067656612,1.0690162937457774,0.9380163999666375,1.085849372620756,0.9281338773467748,1.0702082471422782,0.928110263668781,1.071220883253906,0.9299487708150149,2.949277916426623,2.094683421865843,1.9851756066111446,2.1514764769669563
5,1.0,1.1754582674967748,0.8722419814834298,1.0603538761544427,0.9380607235624832,1.1180127941015356,0.9286782610435311,1.1531400696422636,0.9195138185386881,1.1384190972076655,0.9320577166618674,1.1388297401795073,0.9318326216803821,4.105755931437538,2.861602419438144,3.967097578934128,3.6661569483718197
6,1.0,1.1468258673926295,0.8785362965677662,1.0027967154445903,0.902565183741354,1.1003758299051338,0.8902575994518717,1.0929091901610821,0.8916921721035534,1.0969362118792805,0.8887465772959939,1.094042068087075,0.8896681386220694,3.0760733687424766,3.0741203107942257,3.49345360872125,3.9296649089849525
7,1.0,1.0700231057730194,0.9501668304691762,1.0282231387191212,0.9858900165016032,1.0276029384481415,0.9470318197824062,1.0347992508315877,0.9429279757822792,1.0265017990747736,0.9488040520582798,1.037069406750178,0.943517676061475,2.4185908726035428,2.810032214511758,2.0280414441007464,1.8724269442969423
8,1.0,1.1204009989906156,0.9579952050622434,1.0183280737208387,0.9486772827900386,1.085974416880179,0.9346707889957159,1.1066039641616978,0.9854216725307702,1.105880275383219,0.9570211580756472,1.096387122891298,0.9569898329113069,2.0997623866834974,2.5033946564803955,2.786293132192208,1.454382656899484
9,1.0,1.2138152165536211,0.9636520879462802,1.0419338047426867,0.9268233975638571,1.1896232925574695,0.9434809805824445,1.1978273652384899,0.9341966974178931,1.197568178767166,0.9354024109734765,1.1999390011333988,0.9374793219736816,5.448111618351616,3.1653596549877254,4.228483209561826,4.488861973495974
10,1.0,0.9786513493428339,0.9396912998175314,0.9368421857112352,0.9202185436157667,0.9184415337899476,0.861241181773972,0.9221720155266648,0.8625676539763044,0.9126353446586393,0.8503078489690034,0.9188865006062814,0.8492597016807414,2.895996371062123,1.3159255838752344,1.7937649766433545,1.8987477209571408
11,1.0,1.0282714571426435,0.7804037309542828,0.984995407363238,0.8774197458554812,1.0093884474148382,0.7961813871617258,0.9738059486958748,0.8119202889859142,0.9729617962213486,0.8236969094628908,0.9781235786507418,0.8094024870635169,1.2796657851552555,2.180170851600151,2.55909664105486,2.228948397019312
12,1.0,1.23913281235487,0.9257286727279233,1.1089319163377984,0.9754710961717482,1.1973384140136565,0.9269877876021204,1.2204924055099786,0.9326832206223562,1.20792177676503,0.9214715559117014,1.1943310900621866,0.903071745947667,5.034698498370588,3.565842320312413,3.466639467810285,4.435273537525283
13,1.0,1.133409838250667,0.8807121535505462,1.058483806084787,0.9148783834725568,1.0819369022914898,0.8836704043179262,1.1213306960769878,0.889552864833452,1.0618919035494085,0.9106015132353122,1.0635735529348929,0.912056358300641,2.346508853924613,1.7490461384255749,2.037728092607974,1.8794824194399873
14,1.0,1.3169742034054894,0.8824623146496947,1.126155735188307,0.9710025320352441,1.2494096653750755,0.9623665214298867,1.2658268539512918,0.9437057349632219,1.2482608756714315,0.9629513225621944,1.260696352699974,0.9525491849620842,3.9540665972887448,3.0090552675058593,2.6917381793561925,4.215924935076157
15,1.0,1.1477414633790537,0.7895097151266558,1.0536191931419336,0.9078511669402403,1.111393485256402,0.8847750213559126,1.1162657610179971,0.8695712643890392,1.1054544908263182,0.8910377957458866,1.1075399898051512,0.8880192421251569,4.362404986696909,3.126594640115393,4.045564629977162,4.341048679295352
16,1.0,1.1949059302974943,0.9609754561441566,1.0584498242566558,0.9770453210089551,1.1604369243842736,0.954009260968518,1.1753886980876818,0.9712185670001015,1.158067725088864,0.9693142809683694,1.1713753418670223,0.9804487186451122,3.6639213702742133,1.7324891957050665,2.9601549860935377,2.0117334640466558
