SO,PO,True PO,CV,EBZ,True EBZ,CV EBZ,EBPA,True EBPA,CV EBPA,EBZ Range,EBPA Range
1.0,1.3514142539645426,0.9492131874084049,1.0698187721537227,1.2901139791059226,0.9729692382764054,1.2398288063240297,1.3211221199930778,0.9595644257266384,1.3263728543444695,0.385198656329672,0.2943289875084286
1.0,1.3496088602549101,0.8835806876608483,0.8547123909562767,1.233401725716589,0.8614123595171592,1.2558309195661272,1.256963723926567,0.8773738931357943,1.287485439104141,0.3149202758587021,0.29029461305547316
1.0,1.0808635818179686,0.8854349624207671,0.7884996203748292,1.005449120108509,0.8637049633588891,0.9846138785366513,1.0276198059855728,0.880962973412184,1.0432516081370637,0.3301246582635663,0.34419450135767293
1.0,1.235305238953892,0.8936569732466373,0.9319584593093017,1.1889356418311434,0.9320127759477375,1.1005934509711626,1.2036731516511012,0.8690089334806639,1.2254504088734808,0.28393667342182766,0.19927117736449804
1.0,1.2775536436342179,0.8653853812309183,0.9486800416908998,1.2265547819109028,0.8787629532734653,1.1382878163651422,1.2444087926169123,0.8643817790839028,1.1987852531263954,0.4064505634515859,0.3669818537660132
1.0,1.2793796053398307,0.7926553407189585,0.7016172132365598,1.174986145271644,0.8426353102252144,1.1844689957332388,1.18879930343417,0.7900513627857843,1.232795488129933,0.2619739546145444,0.26900202831646924
1.0,1.2601902787677897,0.9646789432291704,0.9316061068947968,1.2279906800726457,0.9112793703395854,1.2389031382249662,1.254074783212264,0.9662012842217381,1.2822497955590055,0.3945985843897834,0.3794927379566384
1.0,1.4342724839015806,0.9352306389755211,0.9936049868745462,1.3844992094004123,0.9335661637773893,1.327954504569384,1.398093011317341,0.894834331742222,1.4379037974388855,0.3928407058561324,0.28447779487357017
1.0,1.3132175603511436,0.8733311747526528,1.1469808119970915,1.3103130682659887,0.8896159400701638,1.2863944734146435,1.295095867629336,0.8513715414481287,1.3928705322818675,0.509134191910421,0.34721403905641557
1.0,1.2941514067849393,0.8306346974804804,1.019233657483752,1.1868817097914661,0.9289763163747431,1.0922327599913946,1.2754017302132816,0.8695308940440932,1.234818470834247,0.3925101318650054,0.40219501630368076
1.0,1.0685240757438854,0.9015396601354322,0.5350756418041324,0.9728453651152404,0.9458408227277065,0.9388928623421002,1.0118241583594076,0.9562202586446362,0.9835729804969483,0.2597262962658109,0.24824408533056513
1.0,1.3165518037937094,0.832494050023996,1.0318524707298198,1.229715778624669,0.92568110457594,1.2105469300558365,1.2508231844105115,0.9103957273709116,1.2441100055879215,0.2967387133695055,0.22802887429209528
1.0,1.536253435490829,0.7878258325506245,1.418367820199806,1.5142619870738416,0.8141242684543477,1.5003708786479615,1.5186084024954456,0.8033309844029998,1.5095355920690774,0.5138280710331167,0.40023306547080584
1.0,1.1451609544653965,0.8304442876940397,0.32344481181731355,1.0023238680637616,0.9064635604892657,0.9224474400242096,1.0290607898349977,0.9267202563865126,1.0019032100077676,0.1837694190945784,0.07878228479080743
1.0,1.2807917944964466,0.69300552687191,1.034531696606901,1.1629681601918607,0.8005970192274722,1.1776958855653619,1.207255796783744,0.7918032964322659,1.2717694693704054,0.46817881951213225,0.3188900090333819
1.0,1.2273457362171043,0.8484370443371884,0.8556810306311287,1.1146219541240256,0.8586563228642792,1.085756574129133,1.1683133034923605,0.8549549528713395,1.1445262313236584,0.23720178433966455,0.25063441916819007
1.0,1.2775415278901034,0.9308568533198046,0.9985262071756831,1.2465864885541897,0.911675351346524,1.1309913095327104,1.2557583431263135,0.8948397273887054,1.1448864382778572,0.3937271967513688,0.43426788294731467
1.0,1.1764221166666506,0.8413994565048922,0.6134939691877925,1.0903417286294967,0.8451078824926495,1.0076411346691312,1.0844733820039552,0.8744859478243395,1.0912461855798523,0.30989378808318735,0.19611123270694378
