,R2,EBZ Range,EBPA(0.3) Range,EBPA(0.4) Range,EBPA(0.5) Range
0,0.07506192307240145,0.4866388623444169,0.5228504375184333,0.5315062530783544,0.5584455810610596
1,0.09719226012852877,0.6000000000000001,0.1883032116867942,0.519359032055702,0.5921164723579712
2,0.058118493416556616,0.5568935083500328,0.5847132384161077,0.3711138633180884,0.5806642625232171
3,0.06456758778920002,0.008236130313257317,0.45522207601766385,0.00025478672168832706,0.1531502190359172
4,0.061963777845366885,0.1856708926947026,0.06912398970533828,0.00427288709452156,0.25818878857654803
5,0.050953594456368156,0.5371861504014885,0.3404232664666157,0.5973550648698709,0.5763061673876831
6,0.04939655939382015,0.35942960077578623,0.4098030151302353,0.4226981642147023,0.4412095787932827
7,0.045924852527294724,0.5199370994518235,0.5948749247144869,0.5645813838781485,0.5892920696332338
8,0.05012646428631462,0.48406125163703817,0.589321759762448,0.5942522653937768,0.5813315038673935
9,0.052872062956932364,0.22847931036601365,0.01139956249036933,0.2144567006506769,0.23846301669448955
10,0.0666024636705751,0.41444077857148864,0.4199803323868525,0.40432972263666045,0.13172591632517638
11,0.06561591133844735,0.5453429141711593,0.5109324175830329,0.3820705082620518,0.44318671188523195
12,0.07705174969162287,0.002657129508850775,0.02117466829220438,0.0038468823495571014,0.2895968432957847
13,0.07120714574700704,0.00020030060223164003,0.0003544589523963859,0.037029705645277855,0.004371455596154483
14,0.03643028855443675,0.5149819198662878,0.5426755626941727,0.5333735069028805,0.2530299257332769
15,0.03816325423955269,0.38093933407805813,0.16082473759124194,0.38404426726369134,0.24251276394402577
16,0.06413597292120155,0.1265133567300284,0.14464016942022162,0.16492113271252085,0.037272821886506824
17,0.05015218737555227,0.27941715843525694,0.31633393563237566,0.23796046379929126,0.0007082407334952912
18,0.04621473812562826,0.5772061750724641,0.4892765910688961,0.5341981867817419,0.024166444113559837
19,0.08103369872289867,0.05730541946405365,0.10240322803117174,0.04864483014306675,0.03683021118075602
20,0.09693762098854719,0.2058645790807575,0.2960410436323512,0.2659682403418111,0.2845761966605391
21,0.043387829237089726,0.5986715107873846,0.5825734666613138,0.58941283049492,0.5998861282004243
22,0.040697186471377544,0.2715045562058739,0.02145339854521966,0.2587374295927205,0.048908528342662905
23,0.06314480733088623,0.26989778943724185,0.24128932787057045,0.26727151466988686,0.2806251280786408
24,0.0459220714533175,0.4213825161841015,0.4095055457208234,0.3806174093431327,0.42156582887019844
25,0.051074527256629976,0.5710480083746708,0.5990092237377569,0.5696221158155625,0.5985884684998315
26,0.05711591116716497,0.03643257324094762,0.0831854318446622,0.19541655255476487,0.16388970045540863
27,0.08691576993858896,0.11897666275055407,0.15568515216143064,0.15218112650028226,0.1782602177979148
28,0.048406944153839726,0.43528755106019923,0.5987813662032496,0.5196637482151975,0.5998586924381558
29,0.07360714605760266,0.5970914485754223,0.5890796934712631,0.5912680119347318,0.5652982219587164
30,0.2251798481291637,0.260221023646406,0.1474426613623897,0.18519572707894782,0.05091887617022528
31,0.07079043126529638,0.5378820029015579,0.49088655537949344,0.5278552866547225,0.5238730673026966
32,0.1039523781402023,0.44580222348283793,0.39101580311592843,0.5203365895915605,0.4535583568212791
33,0.122853841359155,0.24823661392065344,0.20154991272005696,0.3594847621147923,0.25394447858818314
34,0.14532640630460725,0.09443687734334472,0.02723986193381478,0.16030361911810675,2.237640126279139e-05
35,0.14639277507176196,0.034896610020323515,0.4343609745128145,0.08889690661203586,0.5264662066187069
36,0.12139839981921552,0.20693394336238602,0.04526254131146801,0.1971876947443858,0.12148447160658948
37,0.09829844010824151,0.254322205888281,0.2222733495865572,0.24646910419569512,0.2844732370997326
38,0.0968976555032951,0.3800427928270331,0.3875442750720862,0.019484012698644193,0.35641033005334055
39,0.13558479690198133,0.39808926295810143,0.10530700059505538,0.43338344446580157,0.27827304442466827
40,0.1308947310702232,0.3700333715335665,0.42474904411346737,0.062155112914704214,0.19551688576914283
41,0.08667186663821169,0.41028697654917545,0.15585304684010393,0.15279468876792401,0.06663832634537303
42,0.11545753410518633,0.31445433723968486,0.05331312144473166,0.14983262253353857,0.16718868257766428
43,0.12907744007240662,0.3026152416277852,0.09937214901995195,0.31240269671046084,0.34340670617010915
44,0.07660259913642897,0.12769605680982865,0.16293623117899025,0.1914788987412478,0.1735705162976633
45,0.06926682823996633,0.511672128341245,0.00746870698274571,0.44691501042250836,0.5552541552334067
46,0.11555175493157732,0.2264331058181961,0.40246828998234385,0.042584468865119574,0.05836408375126445
47,0.08054080532957442,0.08548604397444304,0.30727783572606815,0.0023523282574308135,0.023731383630831937
48,0.1330388003814439,0.04359359138660501,0.04865628306547842,0.09327386517490055,0.10638203002570545
49,0.09355506415362758,0.5570070631460932,0.4325887135119617,0.5313859142233099,0.46142370716579495
50,0.07443445936926207,0.36389979138036843,0.49386456510149523,0.5769456407999765,0.5741006537552577
51,0.05483549184770764,0.5843559434423625,0.5564373492991185,0.59951555717819,0.5620390846971852
52,0.0980471289674597,0.28654416591635146,0.15907956737416729,0.35016917241796675,0.36571230715140757
53,0.06273834236978326,0.37667613698097224,0.3173884189291323,0.3629622680618695,0.3667828620138499
54,0.08627546963987309,0.5728425285488081,0.0022730071657179884,0.5845990905154224,0.45282338705677216
55,0.08865439488143112,0.5961419744206033,0.11845808397579083,0.5628408794644914,0.37236335065742987
56,0.11203932462471933,0.46606169707987033,9.194040933913072e-06,0.2515969817442445,0.22731434878461554
57,0.10064896061287765,0.25105314918314325,0.27529805228699566,0.25635478948810886,0.2601416325025395
58,0.08293060158788912,0.4755903744354206,0.4732040724592229,0.40211360899016846,0.4467251488870505
59,0.047912160631909395,0.13259017004963813,0.46559010880556984,0.019999590273689583,0.03815417286571199
60,0.04489225684458342,0.3158008559308182,0.403204691083603,0.4264031644060776,0.4496975192921593
