SO,PO,True PO,CV,EBZ,True EBZ,CV EBZ,EBPA,True EBPA,CV EBPA,EBZ Range,EBPA Range
1.0,1.0809564963276734,0.7572153891050829,0.6584314014162933,1.0061690297369963,0.9074581684899582,0.9605046023176708,1.0045284365502125,0.9061828453632093,0.9768296401460682,0.2191216025703214,0.17310189749225677
1.0,1.0632306831814733,0.8877976414142917,0.7338906271644471,0.9988913059682398,0.9777023405208434,0.9622765208125026,1.007182845972522,0.9599135132701483,0.9901796361547299,0.22512429854004634,0.18568441241645742
1.0,1.1459599062559038,0.8567060652494817,0.942176534569103,1.1059823847830292,0.8975981635306286,1.0838272906608157,1.1074086551570363,0.8673971346121723,1.11535852164857,0.3466672651737154,0.31720036713512384
1.0,1.1957117709587959,0.8377543839607344,1.1044980674285396,1.1599714644275,0.9148963789833844,1.149463229604582,1.184111417222734,0.8704095113012047,1.1652504349031174,0.5315211466360679,0.4276810580621972
1.0,1.167555656075653,0.8857197606063372,0.9837337220391118,1.15451060439574,0.926129451085812,1.0334666385078632,1.1455247889589897,0.9387016866341008,1.1206882730363084,0.5052904601496354,0.11298877073501004
1.0,1.216016660410256,0.8552955244605315,1.0050875415400429,1.1754620566119716,0.8936084199416816,1.1314935987443278,1.1807308890477277,0.8882311267692613,1.1708384659157198,0.4326639971869806,0.383290143207985
1.0,1.126365646167286,0.8400543464263398,0.7276375678508475,1.0629072438225307,0.8560351770740333,1.0346952489839407,1.1048535651693843,0.8285785407594598,1.1076312162770179,0.22025039496340204,0.2765434963836384
1.0,1.1687967205303507,0.9567213642333862,0.7732028708384266,1.1226676539555374,0.9410254475564093,1.0479715560110328,1.1252089311668667,0.9589824435417147,1.0902136202213137,0.2999688709794598,0.2563752550262067
1.0,1.061718694468107,0.9156625583673266,0.81799541783386,1.0280630748678647,0.8886498372504078,0.9966054226859675,1.0275289533167538,0.8835009564671148,1.0198464253786639,0.3278936091203368,0.14412345998384862
1.0,1.218885165516082,0.9170635966002828,1.1232347190418857,1.1847604461036112,0.9279242302990329,1.2229163881682819,1.1908528733561028,0.926159174477424,1.2344588797114748,0.5075131447453537,0.4025322128092156
1.0,1.1847904633752102,0.8762071390865631,0.8408975668974884,1.0949970851546953,0.8845080942415499,1.003717707937047,1.095592062913381,0.8775347897734428,1.0030769393119643,0.2915470862978804,0.35439191411200544
1.0,1.2542949277463133,0.8553085764890069,1.145405197220072,1.2077670784631738,0.8820211626374337,1.2183904956435523,1.205844400408916,0.892478637538278,1.2198106429598539,0.5295853417809234,0.40208576019602926
1.0,1.1912247996234895,0.9033352548851301,1.0621677109703183,1.1583327072382767,0.9303457292009761,1.1564580087133631,1.1570895722184664,0.9344453142147363,1.1592595960231897,0.40906411887567806,0.39402563749254604
1.0,1.1390095708255554,0.9181069007936361,0.9473790625166855,1.0953991983022715,0.9426283106658487,0.9957203515976424,1.1021448010476065,0.9365251321311951,1.062273594750734,0.4441393309462085,0.3984769195014627
1.0,1.0741603178980847,0.9081810922133603,0.6393561993783959,1.0190859026800083,0.971723020769043,0.9773232329524407,1.0216632594857382,0.9480336734063142,1.012663185162245,0.251466667110899,0.1833181462581824
1.0,1.181710776273051,0.878829085143598,1.0056224787444807,1.121348390601695,0.8803837152620237,1.0950709866177721,1.1199528642130876,0.8694420286446388,1.1098127107091877,0.48079539405680427,0.3936866757364855
1.0,1.1217941754340415,0.8124254139113019,0.9035442535748797,1.0537675611342974,0.8259787345832506,1.0682003008772538,1.0770269640505483,0.7434136151626919,1.1044274936581684,0.3559135463022184,0.389663689035226
1.0,1.2568157694826134,0.9275807750820577,1.0627090277547147,1.193255523731807,0.8992866645605533,1.165115744586331,1.1956951625855285,0.922485746023761,1.1867535412579804,0.47452178284445773,0.29844648682045294
1.0,1.0988360801612373,0.8431867672566232,0.8410270364974465,1.0565288523936767,0.8945257141412595,0.9812095512434379,1.0630985105022746,0.9054212297639703,1.0311844363952642,0.41996352286211447,0.3091594347018415
1.0,1.1775890703731255,0.8429254037687408,0.7582867488234923,1.0605317198299193,0.9564688652581627,1.004972688459201,1.0710474551580065,0.9207348484276632,1.0495126687610874,0.2935798620828563,0.2914914674700836
1.0,1.0731448515076196,0.9028037353276014,0.7949164757797282,1.0291820613936764,0.9252099835121,1.024619947419966,1.0530409066314184,0.9338967747854905,1.0634800268815425,0.20942649419958898,0.20789638770146884
1.0,1.120808596182769,0.9196295680036525,0.9096247155065245,1.0975867745773817,0.8848238791358792,1.0448070971389178,1.1032852856207538,0.8949551092415873,1.0746402654439586,0.4139341193059245,0.3686567277756085
1.0,0.9972850922719402,0.8662546369382358,0.5625305320545759,0.9078349398096646,0.8457396868917674,0.8812710530185129,0.9066257258034005,0.8594173891125839,0.8857261408932827,0.25466546028103637,0.2055826997333155
1.0,1.1608238454708946,0.9218931166955169,0.9824781720295698,1.1459012740836862,0.9511010540144449,1.1226382428628483,1.1388424026632213,0.9346426297309272,1.1666768705925588,0.44938852138478336,0.3127486924626044
1.0,1.196002156419884,0.9235958598281278,0.8736175802299665,1.140160609069262,0.8887987838586654,1.0980636555443066,1.1724613069916447,0.9290826208966674,1.1686460781523318,0.36881957169217067,0.35824327406055284
1.0,1.0874056717656548,0.8436750165247016,0.9184226395810358,1.05964026644121,0.8609334990094981,1.0704084877777904,1.0713051190778247,0.8614915488170138,1.1206449081201895,0.34700395180176885,0.3749786738247262
