,SO,PO,True PO,CV,EBZ,True EBZ,CV EBZ,EBP,True EBP,CV EBP,EBPA,True EBPA,CV EBPA
0,1.0,1.1501675129621507,0.9380439331465923,0.8075419182846306,1.0710327270570772,0.9259646916601415,0.9953256619623583,1.0710327270570772,0.9259646916601415,0.9953256619623583,1.0669682085035221,0.930202715128605,1.01853769962555
1,1.0,1.102497879209886,0.8805300726241463,0.7499698974890704,1.0094485318901512,0.923299977407047,0.9604188525182314,1.0094485318901512,0.923299977407047,0.9604188525182314,1.001394364335112,0.9228900798300056,0.9603347819528069
2,1.0,1.1046984637923398,0.865614184204048,0.7548532302337386,1.0416736009832943,0.8917028788698965,0.9571708245396933,1.0416736009832943,0.8917028788698965,0.9571708245396933,1.0424692510688345,0.8934273543416169,0.9567423411796832
3,1.0,1.1450244444038788,0.938103620773368,0.8513120381211331,1.0820972237779427,0.9241647959912607,1.0109447214756133,1.0820972237779427,0.9241647959912607,1.0109447214756133,1.079369732656539,0.922197036194348,1.0204119601347867
4,1.0,1.2460207316136813,0.85956611364019,1.0079803276013635,1.1971355282582654,0.8770154820233446,1.1458191239351292,1.1971355282582654,0.8770154820233446,1.1458191239351292,1.1871388368895657,0.8791902691276376,1.1388136319385216
5,1.0,1.2254468331681234,0.8549199473074907,1.0407457134916052,1.1812487913509964,0.8494734650432325,1.1520432238291645,1.1812487913509964,0.8494734650432325,1.1520432238291645,1.1779457642063753,0.855219350585316,1.1484837387313171
6,1.0,1.139369319101631,0.9135227922402668,0.7911910584441705,1.0513579705459564,0.932339624800503,0.9687463330348572,1.0513579705459564,0.932339624800503,0.9687463330348572,1.0468156191580495,0.9344058520534133,0.9960087866035253
7,1.0,1.0655776108136368,0.8601895672751912,0.7215063748926588,1.0106157087524796,0.9285647331743759,0.9822893088879214,1.0106157087524796,0.9285647331743759,0.9822893088879214,1.008666669478328,0.9260903247999828,0.9791236025966258
8,1.0,1.148003453440165,0.9303134160032851,0.933786557435287,1.1097295719325626,0.9448038461297276,1.0541981345842524,1.1097295719325626,0.9448038461297276,1.0541981345842524,1.104984647517127,0.951303705870466,1.0662886025047793
9,1.0,1.1388657004703233,0.8512589046114828,0.7828898029995365,1.0759632595377262,0.8988194136100283,0.985597544827262,1.0759632595377262,0.8988194136100283,0.985597544827262,1.060836351886508,0.8884423557155439,1.009173339399154
